sample_idx,marginal_diff
1,-0.14938855171203613
2,-0.6059821844100952
3,-0.13225436210632324
4,-0.026139020919799805
5,1.5785942077636719
6,1.5360214710235596
7,1.5363860130310059
8,1.3689260482788086
9,1.5685372352600098
10,1.5387063026428223
11,1.5797595977783203
12,-0.2835221290588378
13,0.6019649505615234
14,0.727944016456604
15,-0.12189078330993652
16,0.3499305248260498
17,-1.8406426310539246
18,0.34398818016052246
19,0.6006294786930084
20,0.03457915782928467
21,-0.5888479948043823
22,-0.23717904090881348
23,0.040856122970581055
24,0.10756361484527588
25,0.15043377876281738
26,2.3747090250253677
27,4.504711389541626
28,0.5233820676803589
29,2.954128086566925
30,0.11131572723388672
31,0.2613257169723511
32,3.099033772945404
33,2.6278167963027954
34,3.1552075147628784
35,3.0937570333480835
36,2.9388808012008667
37,2.466789722442627
38,0.32297444343566895
39,0.07808256149291992
40,0.6397954225540161
41,0.4335927963256836
42,0.14751315116882324
43,0.03644156455993641
44,-0.03735220432281494
45,0.06864261627197266
46,-0.04719042778015137
47,6.028846204280853
48,0.2323399782180786
49,0.5582841634750366
50,-0.2516441345214844
51,0.06092226505279541
52,-0.003841876983642578
53,-0.34365621045417644
54,-0.2029198129363612
55,-0.09008097648620605
56,-0.5498436540365219
57,-0.11008705198764801
58,0.18954667448997486
59,0.04878276586532593
60,0.5058768689632415
61,0.2973656356334685
62,-0.1063748300075531
63,0.17579123377799977
64,1.1016552448272705
65,0.03733336925506592
66,0.1563115119934082
67,-0.18018293380737305
68,-2.685926854610443
69,-2.5316639319062233
70,-6.600491285324097
71,-4.997412568993039
72,0.12291717529296875
73,-0.04555320739746094
74,0.8474964201450348
75,-0.6797985136508943
76,0.226265549659729
77,0.16871070861816406
78,0.12402570247650146
79,0.1028144359588623
80,0.474143385887146
81,-0.10283684730529785
82,0.38566911220550537
83,-0.6372429132461548
84,0.0057544708251953125
85,0.8247631788253784
86,-0.23698985576629641
87,-3.766026020050049
88,0.0877540111541748
89,-0.693740040063858
90,-0.19734525680541992
91,0.09374229609966278
92,-1.6403591632843018
93,0.21583342552185056
94,0.7194570302963256
95,0.7015384435653685
96,-0.01791858673095703
97,0.6511372923851013
98,0.06465673446655273
99,1.2294660806655884
100,0.07516607642173756
101,0.8317268192768097
102,-0.38587354123592377
103,-0.6461647301912308
104,-0.260291188955307
105,-0.3729347232182821
106,0.16809296607971203
107,-6.827668510377406
108,-0.36155326664447784
