sample_idx,marginal_diff
1,0.17731761932373047
2,0.03768348693847656
3,0.10625529289245605
4,-0.0647573471069336
5,0.23133051395416265
6,0.058441877365112305
7,0.17152166366577148
8,0.4081234931945801
9,-0.12518000602722168
10,0.10683703422546387
11,-0.02611708641052246
12,-0.1387162208557129
13,-0.4621310234069824
14,-0.2069472074508667
15,-0.2772371768951416
16,0.36302852630615234
17,0.28847455978393555
18,0.1488199234008789
19,-0.09652423858642578
20,0.42880141735076904
21,-0.069305419921875
22,0.2034461498260498
23,0.47530484199523926
24,-0.04525566101074219
25,0.07289600372314453
26,0.06821775436401367
27,-0.025759220123291016
28,0.20552325248718262
29,0.4265282154083252
30,0.07095170021057129
31,0.16240572929382324
32,-0.16451501846313477
33,-0.3094642162322998
34,0.06740045547485352
35,0.06107521057128906
36,0.05574607849121094
37,-0.23102474212646484
38,0.02606511116027832
39,-0.10613656044006348
40,-0.020867109298706055
41,0.5848484039306641
42,0.31737828254699707
43,-0.659192681312561
44,0.00362396240234375
45,-0.08969259262084958
46,0.2538461685180664
47,0.04020857810974121
48,-0.23752617835998535
49,0.19315814971923828
50,0.33028101921081543
51,0.3282475471496582
52,0.4288049936294556
53,0.017218589782714844
54,0.10123372077941895
55,0.39613986015319824
56,-0.08491230010986328
57,0.05071377754211426
58,0.05433797836303711
59,0.08477091789245605
60,0.15215611457824707
61,0.07839584350585938
62,-0.012599468231201172
63,0.022730588912963867
64,0.42649316787719727
65,0.16063785552978516
66,0.17487454414367676
67,0.14422941207885742
68,-0.2861182689666748
69,0.11011481285095215
70,0.1545860767364502
71,0.0281221866607666
72,-0.3268105983734131
73,-0.21354961395263672
74,-0.21663188934326172
75,0.04052567481994629
76,0.06661748886108396
77,0.2971513271331787
78,0.16423988342285156
79,0.02779364585876465
80,-0.06896448135375977
81,0.19316673278808594
82,-0.009089231491088867
83,0.14209842681884766
84,0.01478886604309082
85,-0.13356733322143555
86,-0.03432154655456543
87,0.2970767021179199
88,0.07592153549194336
89,-0.00031566619873046875
90,0.1858067512512207
91,0.2127519845962525
92,0.1144413948059082
93,0.10613274574279785
94,0.2405400276184082
95,-0.00775146484375
96,0.21085119247436523
97,0.058901309967041016
98,0.16885018348693848
99,-0.061892032623291016
100,0.12694549560546875
