sample_idx,marginal_diff
1,-0.03812241554260254
2,-0.1601262092590332
3,-0.00714874267578125
4,0.1601940393447876
5,-0.0031763315200805664
6,0.09505105018615728
7,0.03942215442657471
8,0.27860438823699957
9,0.01035308837890625
10,-0.04518246650695801
11,0.07324326038360596
12,-0.05206024646759033
13,-1.8707475364208221
14,-0.29761838912963867
15,0.10443132370710373
16,-0.04123866558074951
17,0.25055909156799316
18,0.5534191131591797
19,0.006302595138549805
20,0.8353312015533447
21,-0.7040992081165314
22,0.13118112087249756
23,0.159773588180542
24,-0.21381354331970215
25,-0.12308371067047119
26,-0.20376658439636236
27,-0.27103686332702637
28,-0.24012458324432373
29,-0.07058358192443848
30,-0.5407634973526001
31,0.4223507642745972
32,0.06445968151092529
33,-0.41406619548797613
34,0.15509295463562012
35,0.10734868049621582
36,-0.3901129961013794
37,-0.750527024269104
38,-0.14962041378021246
39,-0.14727544784545898
40,-0.14653944969177246
41,0.21193873882293696
42,0.14076757431030273
43,-0.4056549072265625
44,-0.6509246826171875
45,-0.29232919216156006
46,-0.16299080848693848
47,0.16616058349609375
48,-0.07133936882019043
49,0.094573974609375
50,0.18893122673034665
51,0.1281372308731079
52,-0.061394333839416504
53,-0.3959494829177857
54,-0.3620918989181519
55,-0.29832291603088373
56,0.061159372329711914
57,0.2459886074066162
58,-0.2643643617630005
59,-0.033578872680664076
60,-0.5822532176971436
61,-0.0608752965927124
62,-0.3002761602401734
63,-0.834928035736084
64,-0.06921529769897461
65,0.8588664531707764
66,-0.035102128982543945
67,-0.3166524171829224
68,-0.15034735202789307
69,-0.040564775466918945
70,-0.06756353378295898
71,-0.3373104333877564
72,-0.34496641159057617
73,-0.0563732385635376
74,-0.14747345447540283
75,0.37611174583435064
76,0.06961691379547119
77,-0.06653404235839849
78,0.12214195728302002
79,-0.5376986265182495
80,0.011952638626098688
81,0.15470230579376226
82,-0.6031749248504639
83,0.07993125915527344
84,0.15329515933990484
85,-0.15869617462158203
86,-0.16100072860717773
87,-0.008355855941772461
88,0.06719291210174566
89,-0.0722348690032959
90,0.016636252403259277
91,-0.1675825119018554
92,0.0485687255859375
93,-0.2499691247940064
94,-0.13085508346557617
95,0.10107886791229248
96,-0.38141655921936035
97,0.09543895721435552
98,0.4001622200012207
99,-0.13524746894836426
100,-0.0372316837310791
