sample_idx,marginal_diff
1,-0.13257956504821777
2,0.10081863403320312
3,0.12359452247619629
4,0.19313430786132818
5,-0.17339396476745605
6,-0.04740285873413086
7,0.12292695045471191
8,0.42433333396911627
9,0.1654069423675537
10,0.1717543601989746
11,-0.08627855777740476
12,-0.3161650896072388
13,-0.2378683090209961
14,-0.04646873474121094
15,-0.020342350006103516
16,0.009428739547729492
17,0.2943679094314575
18,0.02603280544281006
19,0.6627678871154785
20,0.13328754901885992
21,0.8590173721313477
22,0.2579915523529053
23,0.7219139337539673
24,0.3043255805969239
25,-0.16936492919921875
26,0.042696356773376465
27,0.14022350311279297
28,0.09562373161315918
29,-0.0065157413482666016
30,0.0047299861907958984
31,0.11675453186035156
32,-0.1944894790649414
33,-0.14035248756408691
34,0.37112283706665045
35,0.057749271392822266
36,-0.14657449722290045
37,-0.24053120613098145
38,-0.1935865879058838
39,0.11658573150634766
40,-0.15268802642822266
41,0.33299851417541504
42,-0.12280774116516113
43,0.04411029815673828
44,0.00764918327331543
45,-0.3629707098007202
46,0.32796061038970953
47,0.18832039833068848
48,-0.34629833698272705
49,-0.01545405387878418
50,-0.24096655845642095
51,0.11698174476623535
52,0.1703343391418457
53,-0.7219594717025757
54,0.16463112831115723
55,0.09935283660888672
56,-0.02730560302734375
57,0.030968427658081055
58,-0.30710041522979736
59,-0.268496036529541
60,0.002317190170288086
61,-0.040151357650756836
62,0.17482209205627441
63,-0.2640800476074219
64,0.055611610412597656
65,-0.008926630020141602
66,-0.5494978427886963
67,-0.14755725860595703
68,0.062082767486572266
69,0.05719161033630371
70,0.10317182540893555
71,0.09516620635986328
72,0.041240692138671875
73,0.27561068534851074
74,-0.3603954315185547
75,-0.013300180435180664
76,0.06443524360656738
77,-0.17197179794311523
78,0.19616925716400146
79,-0.03755354881286621
80,0.34479713439941406
81,-0.08382415771484375
82,-0.17838335037231445
83,0.032605648040771484
84,0.14817070960998535
85,0.05621957778930664
86,0.3714897632598877
87,-0.19904756546020508
88,0.0031037330627441406
89,-0.18010473251342773
90,-0.0373610258102417
91,-0.10113716125488281
92,0.11865878105163574
93,0.05054974555969238
94,-0.007232666015625
95,0.4502764940261841
96,0.23103284835815435
97,0.03818249702453613
98,0.10539960861206055
99,-0.24880480766296392
100,0.0724027156829834
